time,weathercode (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),shortwave_radiation_sum (MJ/m²),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm)
2/18/2020,1,22,22,25.14,0,0,0,14.8,34.9,94,5.97
2/19/2020,1,22.5,23,24.39,0,0,0,15.5,29.2,97,5.63
2/20/2020,0,22,22.1,25.55,0,0,0,15.4,31.3,98,5.97
2/21/2020,2,22.3,22.8,25.47,0,0,0,15.6,28.8,105,5.84
2/22/2020,3,22.6,23.8,24.66,0,0,0,15.7,29.5,97,5.56
2/23/2020,3,23,23.9,24.09,0,0,0,15.8,29.2,104,5.41
2/24/2020,3,23.3,24,24.46,0,0,0,15.1,29.2,113,5.38
2/25/2020,2,23.9,25.2,24.44,0,0,0,13.8,25.6,124,5.39
2/26/2020,2,24.2,25.8,21.24,0,0,0,13.8,30.2,108,4.93
2/27/2020,2,24.2,25.4,20.38,0,0,0,17.7,31.7,98,4.99
2/28/2020,3,23.6,24.9,22.74,0,0,0,18.2,36,105,5.25
2/29/2020,3,24,25.5,23.91,0,0,0,19.6,37.8,107,5.53
3/1/2020,2,23.9,25.7,22.03,0,0,0,18,37.1,111,5.17
3/2/2020,3,23.2,25.9,17.43,0,0,0,14.7,29.2,142,3.8
3/3/2020,2,24.6,27.2,20.79,0,0,0,8.4,23.8,157,4.27
3/4/2020,51,25,27.2,20.22,0.5,0.5,3,11,26.3,305,4.53
3/5/2020,51,24.6,27.3,20.9,0.2,0.2,2,13.3,27.7,169,4.74
3/6/2020,51,24.4,27.3,19,0.7,0.7,4,13.5,31.7,193,4.33
3/7/2020,51,24.3,27.8,19.81,0.8,0.8,5,11.5,31,164,4.36
3/8/2020,2,24.9,28.2,20.41,0,0,0,13.4,25.9,140,4.81
3/9/2020,51,24.8,27.9,19.84,0.1,0.1,1,12.2,25.2,139,4.47
3/10/2020,1,25.5,27.9,22.51,0,0,0,12.7,23.4,136,5.24
3/11/2020,1,25.8,27.2,25.01,0,0,0,12.8,27.7,158,6.13
3/12/2020,1,25.7,26.9,24.48,0,0,0,14.8,27.4,159,5.86
3/13/2020,1,25.5,26.5,26.29,0,0,0,15.8,31,129,6.44
3/14/2020,1,25.3,26.5,26.4,0,0,0,15.1,27,117,6.18
3/15/2020,2,25.4,26.9,26.12,0,0,0,16,30.2,107,6.35
3/16/2020,2,25.4,27.1,25.99,0,0,0,15.8,29.9,121,6.11
3/17/2020,1,25.3,26.3,26.55,0,0,0,17.3,40.7,124,6.72
3/18/2020,1,25.7,26.2,27.04,0,0,0,14.8,34.6,126,6.92
3/19/2020,1,26.3,27.6,26.16,0,0,0,13.4,23.8,156,6.21
3/20/2020,55,25.1,27.4,21.86,1.9,1.9,5,10.7,28.8,190,5.08
3/21/2020,1,26.4,28.3,25.3,0,0,0,12.8,25.2,245,5.67
3/22/2020,51,25.5,28,21.09,0.2,0.2,2,10.9,26.6,164,4.76
3/23/2020,63,24.6,27.7,20.86,5.9,5.9,5,11.6,26.3,145,4.56
3/24/2020,1,25.9,28.2,24.41,0,0,0,15.8,27,115,5.86
3/25/2020,1,25.4,27,26.45,0,0,0,14.2,27.7,124,6.3
3/26/2020,1,25.4,27,26.4,0,0,0,15.3,32,106,6.49
3/27/2020,1,25.1,26.2,27.08,0,0,0,14.2,28.1,112,6.48
3/28/2020,0,25.2,25.5,27.7,0,0,0,13.4,32.4,102,6.93
3/29/2020,0,25.7,26.1,27.59,0,0,0,13.7,31.3,108,7.12
3/30/2020,1,26,26.9,27.36,0,0,0,15.5,35.3,107,7.26
3/31/2020,1,26.1,26.5,27.72,0,0,0,15.3,34.6,108,7.3
4/1/2020,0,26.9,27.4,27.82,0,0,0,14.7,35.6,108,7.44
4/2/2020,1,27.2,28.5,26.79,0,0,0,15.3,31.3,129,7.1
4/3/2020,1,27.1,28.7,27.2,0,0,0,15,28.8,132,7.06
4/4/2020,0,26.8,28.5,27.55,0,0,0,16.1,28.1,137,6.83
4/5/2020,2,27.1,29.6,25.25,0,0,0,15.3,29.5,144,5.94
4/6/2020,55,26.7,29.6,21.61,3.1,3.1,5,12.6,28.8,210,5.13
4/7/2020,63,25.1,28.1,20.54,11.5,11.5,6,7.9,25.2,248,4.3
4/8/2020,61,24.4,28.4,19.45,10.9,10.9,8,11.2,25.2,329,4.21
4/9/2020,61,24.9,27.6,22.74,1.6,1.6,2,11.2,25.9,113,4.91
4/10/2020,51,25.4,27,23.57,0.3,0.3,1,10.6,27.4,136,5.24
4/11/2020,0,25.6,27.6,26.43,0,0,0,10.5,27,120,6.08
4/12/2020,1,25.8,27.7,24.3,0,0,0,12.6,28.4,105,6
4/13/2020,0,26.3,27.2,27.71,0,0,0,12.6,29.2,92,6.96
4/14/2020,0,26,26.1,28.44,0,0,0,17,37.8,96,7.49
4/15/2020,0,26,27.1,27.98,0,0,0,12.9,22.7,115,6.77
4/16/2020,1,26.9,28.6,26.03,0,0,0,12.2,24.8,131,6.29
4/17/2020,0,27.5,29.1,25.08,0,0,0,11.3,29.2,127,6.39
4/18/2020,1,27.4,29.4,23.75,0,0,0,11.9,31.3,126,5.85
4/19/2020,0,27.2,29,24.02,0,0,0,13.7,28.4,118,6.1
4/20/2020,1,27,29.1,26.4,0,0,0,13.6,31.7,119,6.54
4/21/2020,0,27,29,27.03,0,0,0,13.4,24.5,134,6.38
4/22/2020,2,27.9,30,25.43,0,0,0,10.5,24.1,153,6.34
4/23/2020,2,28.8,31.1,24.53,0,0,0,8.7,22.3,120,5.93
4/24/2020,63,26.6,29.9,19.53,8.6,8.6,6,11.6,29.9,188,4.6
4/25/2020,63,25.6,29.5,21.05,8.1,8.1,3,12.8,24.8,268,4.53
4/26/2020,53,26,29.3,23.52,1.7,1.7,3,9.3,22.3,182,4.79
4/27/2020,2,26.5,29.5,22.75,0,0,0,10.2,25.9,257,5.03
4/28/2020,1,26.3,29.5,23.89,0,0,0,14.7,21.6,157,5.41
4/29/2020,53,24.6,27,16.96,1.6,1.6,4,9.4,25.9,208,3.45
4/30/2020,2,26,28.9,22.35,0,0,0,9.4,28.1,110,5.01
5/1/2020,2,26.9,29.5,24.53,0,0,0,9.6,28.1,335,5.61
5/2/2020,1,27.4,30.1,24.23,0,0,0,7.6,24.5,17,5.36
5/3/2020,1,27.7,30,23.62,0,0,0,10,24.5,83,5.49
5/4/2020,1,27.8,30.5,23.2,0,0,0,7.7,26.6,131,5.16
5/5/2020,1,27.7,30.6,24.65,0,0,0,7.6,22.7,120,5.58
5/6/2020,1,28,29.9,23.82,0,0,0,7.7,21.6,142,5.54
5/7/2020,51,27.4,29.8,22.7,0.2,0.2,1,10.2,23,71,5.13
5/8/2020,1,27.5,30.7,24.15,0,0,0,8.7,26.6,122,5.19
5/9/2020,1,28.1,31,23.71,0,0,0,12.8,30.2,112,5.82
5/10/2020,1,27.9,30.4,26.2,0,0,0,11.8,24.8,125,6.42
5/11/2020,1,27.2,29.5,23.79,0,0,0,12.1,29.2,102,5.89
5/12/2020,1,26.9,29.3,25.05,0,0,0,16.1,31,100,6.09
5/13/2020,1,26.9,30,24.31,0,0,0,12.2,22.7,141,5.75
5/14/2020,1,28,30.6,24.7,0,0,0,13.4,28.1,111,5.99
5/15/2020,1,28,30.8,25.52,0,0,0,12.1,24.8,78,6.14
5/16/2020,51,27.6,30.3,21.64,0.2,0.2,1,10.7,25.6,344,5.19
5/17/2020,61,26.7,30,19.28,6,6,6,14.4,32.8,330,4.63
5/18/2020,61,25.7,27.2,20.44,5.9,5.9,13,20.9,44.3,295,4.44
5/19/2020,53,25.9,27.7,22.44,0.7,0.7,2,23.2,57.2,283,5.17
5/20/2020,51,26.2,28.9,24.97,0.2,0.2,1,18.3,43.9,277,5.83
5/21/2020,51,26.4,30,24.4,0.1,0.1,1,14.5,31.7,267,5.5
5/22/2020,3,27,30.2,22.81,0,0,0,17.2,35.6,277,5.4
5/23/2020,2,28.1,31.2,21.93,0,0,0,14,31.7,282,5.33
5/24/2020,51,27.6,30.8,24.25,0.1,0.1,1,13.9,29.9,285,5.5
5/25/2020,2,27.7,30.8,22.74,0,0,0,13.4,29.5,274,5.16
5/26/2020,53,27.2,30.8,22.26,0.9,0.9,2,15.3,28.8,278,4.98
5/27/2020,51,26.8,30.3,22.27,0.7,0.7,4,11.4,27.7,280,4.81
5/28/2020,51,27.1,29.6,23.95,0.1,0.1,1,18.4,38.9,274,5.37
5/29/2020,55,26.3,28.9,22.92,2.9,2.9,8,14,31.7,268,5
5/30/2020,63,25.2,28.9,19.22,18.1,18.1,8,10.4,26.6,327,4.05
5/31/2020,55,25.2,29.8,23.65,1.6,1.6,3,10.8,30.6,198,5
6/1/2020,63,24,28.3,19.25,11,11,8,12,29.9,230,3.97
6/2/2020,51,23.1,26.5,14.28,0.4,0.4,2,20.6,43.2,228,3.53
6/3/2020,51,24.2,26.6,18.22,0.7,0.7,3,22.5,47.2,230,4.37
6/4/2020,55,24,27.5,20.08,2.5,2.5,5,22.5,46.4,241,4.45
6/5/2020,63,24,27.9,19.91,3.4,3.4,4,17.6,40,254,4.43
6/6/2020,61,23.7,27.8,19.14,10.2,10.2,10,15.8,36.4,266,4.17
6/7/2020,55,23.4,26.9,19.2,2.8,2.8,5,18.7,42.1,261,4.33
6/8/2020,51,24.7,27.6,20.55,0.2,0.2,1,16.5,40.7,278,4.97
6/9/2020,53,23.7,27.5,13.55,1.3,1.3,4,17.6,38.5,282,3.46
6/10/2020,53,23.6,26.5,11.87,2.5,2.5,7,20.8,40.7,278,3.05
6/11/2020,61,22.7,24.4,9.79,3,3,5,20.2,54.7,276,2.65
6/12/2020,51,23,23.7,18.6,0.9,0.9,6,28.3,62.3,257,4.12
6/13/2020,61,23,24.6,15.15,2.3,2.3,4,24.7,48.2,246,3.5
6/14/2020,53,23.9,25.6,17.57,1.3,1.3,7,26.8,57.6,253,3.96
6/15/2020,3,24.5,26.1,18.04,0,0,0,27.9,54,256,4.36
6/16/2020,51,23.9,26.2,16.75,0.1,0.1,1,25.1,56.2,245,3.87
6/17/2020,3,23.4,24.9,11.98,0,0,0,27.3,54,248,3.19
6/18/2020,53,23.6,25.3,13.02,0.8,0.8,2,25.5,52.6,256,3.39
6/19/2020,53,24,26.5,16.55,2,2,5,19.9,44.6,272,3.99
6/20/2020,3,24.7,26.3,17.38,0,0,0,21,41.8,273,4.27
6/21/2020,61,23.4,25.3,17.6,3.4,3.4,8,19.1,43.6,269,3.85
6/22/2020,61,22.7,24.9,12.74,4.3,4.3,7,21.6,43.9,268,3.08
6/23/2020,55,23.7,27,21.44,1.5,1.5,4,18.6,46.8,266,4.56
6/24/2020,55,24,27.5,19.36,5.7,5.7,7,13,30.6,255,4.16
6/25/2020,63,23.4,27.6,17.93,22.9,22.9,20,9.3,19.4,255,3.7
6/26/2020,61,23,27.9,15.83,14.4,14.4,16,9.2,24.1,235,3.34
6/27/2020,51,23.8,27.4,21.8,0.2,0.2,1,16.3,33.8,246,4.39
6/28/2020,61,23.3,27.3,13.67,5.3,5.3,4,13.3,26.6,260,2.95
6/29/2020,53,23.2,27.4,15.65,2.8,2.8,8,12.6,27,264,3.38
6/30/2020,53,23.3,26.6,16.19,1.4,1.4,6,18,38.5,258,3.55
7/1/2020,63,22.8,26.6,16.03,6.6,6.6,6,16.4,36.7,257,3.5
7/2/2020,63,21.6,24.9,9.76,10.8,10.8,16,17.1,45.7,259,2.19
7/3/2020,63,21.7,24.2,12,18.5,18.5,19,23.9,55.8,264,2.52
7/4/2020,53,21.2,24.6,7.7,6.3,6.3,15,22.6,47.2,251,2
7/5/2020,51,22.7,25.1,13.98,0.9,0.9,5,23.6,47.5,250,3.02
7/6/2020,53,22.9,25.3,13.79,1,1,5,22.2,46.4,256,3.17
7/7/2020,53,23,25.6,15.69,1.8,1.8,8,20.8,46.4,247,3.47
7/8/2020,63,22.3,25.6,14.72,12.5,12.5,11,16.2,38.5,256,3.06
7/9/2020,61,21.8,25.5,12.95,12,12,16,13,35.3,267,2.66
7/10/2020,61,22.1,25.2,14.94,6.9,6.9,12,15.9,34.9,251,2.9
7/11/2020,63,22.7,26.4,17.91,9.7,9.7,6,16.3,36.7,255,3.63
7/12/2020,61,22.9,26.7,18.56,3.5,3.5,9,15.9,33.5,259,3.88
7/13/2020,61,22.1,26,13.49,3.9,3.9,9,14.5,34.2,269,2.98
7/14/2020,61,22.1,25.8,11.8,5.9,5.9,14,18.7,45,270,2.54
7/15/2020,63,21.7,24.5,11.33,19.3,19.3,21,19,46.8,251,2.36
7/16/2020,61,21.7,23.9,11.61,10.5,10.5,20,19.7,50,244,2.2
7/17/2020,53,21.3,24.3,8.42,8.7,8.7,20,25.1,50.8,248,1.94
7/18/2020,61,22,25.5,13.21,11.1,11.1,11,16.2,34.6,252,2.76
7/19/2020,61,22.8,27.6,15.57,5.5,5.5,9,11.8,28.1,264,3.25
7/20/2020,53,23.2,27.2,17.78,4.6,4.6,12,11.5,28.8,191,3.64
7/21/2020,3,23.4,27.6,21.75,0,0,0,14.3,34.2,225,4.43
7/22/2020,51,24.2,29.1,21.95,0.3,0.3,2,10.8,25.9,166,4.63
7/23/2020,55,23.5,28.7,18.85,6.2,6.2,9,7.6,19.1,256,3.89
7/24/2020,65,22.2,26,8.95,56.8,56.8,12,16.2,33.8,233,2.04
7/25/2020,61,22.7,25.7,18.78,2.6,2.6,3,17.7,41.8,250,3.8
7/26/2020,53,22.4,25.6,14.87,5.2,5.2,9,17.5,36.4,256,3.18
7/27/2020,55,22.3,25.8,17.34,2.1,2.1,4,17.1,37.8,283,3.57
7/28/2020,61,22.6,26.4,14.4,6.7,6.7,7,17.5,36.7,293,3.13
7/29/2020,61,21.2,25.6,6.59,7.7,7.7,11,10.4,26.3,259,1.47
7/30/2020,61,22.2,25.6,13.41,6.5,6.5,15,19.1,39.6,260,2.83
7/31/2020,61,22.5,26.5,17.15,3.7,3.7,6,15.1,33.1,249,3.57
8/1/2020,3,22.6,25,14.58,0,0,0,20,41.8,252,3.08
8/2/2020,63,21.8,23.9,11.87,10.4,10.4,15,25.7,52.9,248,2.55
8/3/2020,53,21.6,23.8,10.24,6.1,6.1,18,29.1,54.7,255,2.01
8/4/2020,55,20.9,22.8,8.16,10.5,10.5,24,32,78.1,256,2.07
8/5/2020,61,21.3,22.4,11.23,13.2,13.2,19,36.9,73.1,252,2.63
8/6/2020,61,22.5,24.6,16.17,6.1,6.1,14,31.1,69.8,255,3.59
8/7/2020,51,22.6,25.2,8.68,0.2,0.2,2,25.2,49.7,259,2.39
8/8/2020,63,21.8,25.4,10.86,30.5,30.5,14,21,50.8,270,2.54
8/9/2020,63,21,24.2,6.88,28.5,28.5,17,16,41,264,1.66
8/10/2020,61,21.4,24.3,9.89,10.3,10.3,15,20.3,48.2,258,2.3
8/11/2020,51,22.1,25,16.58,3.2,3.2,15,21.3,46.8,265,3.34
8/12/2020,53,22.2,24.8,13.11,1.3,1.3,6,24.2,50,263,2.97
8/13/2020,3,22.5,25,11.58,0,0,0,22.8,45,271,2.96
8/14/2020,3,22.4,24.2,12.83,0,0,0,22.9,46.4,259,3.09
8/15/2020,3,21.9,23.5,11.08,0,0,0,26.7,50.8,254,2.82
8/16/2020,51,21.9,23.3,11.23,0.9,0.9,6,24.3,49,259,2.62
8/17/2020,61,22,24,16.67,4.5,4.5,7,24.1,52.2,258,3.17
8/18/2020,53,22.1,24.8,12.74,1.2,1.2,4,22,43.9,266,2.84
8/19/2020,3,22.4,24.9,9.71,0,0,0,20.5,40.7,274,2.37
8/20/2020,51,22.1,24.9,13.56,1,1,5,18.4,41,265,2.85
8/21/2020,51,22.7,25.9,14.55,0.3,0.3,2,18.9,38.5,251,3.16
8/22/2020,53,22.6,26.7,17.67,1.1,1.1,5,15.8,33.1,263,3.52
8/23/2020,53,22.8,26.6,15.61,0.6,0.6,2,14.8,34.6,262,3.15
8/24/2020,3,22.9,26.4,13.71,0,0,0,11.9,29.5,257,2.8
8/25/2020,2,23.6,27.4,24.2,0,0,0,11.5,27,286,4.82
8/26/2020,2,23.6,27.5,22.03,0,0,0,11.5,26.3,309,4.52
8/27/2020,3,22.8,25.9,18.41,0,0,0,12.8,28.8,285,3.81
8/28/2020,3,22.9,26.5,22.49,0,0,0,13.1,30.2,274,4.64
8/29/2020,3,23,26.7,19.95,0,0,0,13.7,30.6,267,4.24
8/30/2020,53,23.3,27.6,21.14,1.4,1.4,4,14.8,32.4,276,4.34
8/31/2020,53,23.2,26.9,17.61,0.9,0.9,2,11.2,24.1,308,3.65
9/1/2020,63,22.9,26.1,16.83,11.3,11.3,11,14.5,34.6,327,3.34
9/2/2020,61,22.1,25.7,12.04,11.8,11.8,16,13.7,31.7,2,2.42
9/3/2020,63,22.2,27.1,16.15,8.4,8.4,14,7.9,24.8,131,3.33
9/4/2020,61,22.6,27.8,18.03,5.1,5.1,10,8.4,24.5,124,3.6
9/5/2020,61,22.9,28.4,16.52,4.3,4.3,6,8.1,22.7,125,3.46
9/6/2020,61,23,28.5,18.75,6.2,6.2,8,8.4,22,149,3.87
9/7/2020,3,23.2,26,18.83,0,0,0,21.6,41,238,3.92
9/8/2020,55,22.9,27.7,20.22,5.5,5.5,11,9.1,24.1,240,4.05
9/9/2020,55,22.5,26.8,16.33,4.3,4.3,7,12.1,24.1,241,3.31
9/10/2020,63,21.4,24.3,14.2,12.5,12.5,17,20.2,41.8,241,2.74
9/11/2020,61,21.3,23.6,11.39,8.2,8.2,14,23.8,47.2,240,2.33
9/12/2020,61,21,23.6,8.53,9.3,9.3,17,21.9,43.9,248,1.88
9/13/2020,63,20.6,23,7.83,17.4,17.4,20,17.3,41,265,1.62
9/14/2020,51,21.4,23.6,10.86,1.1,1.1,7,20,48.2,273,2.43
9/15/2020,63,21.6,24.8,14.44,12.6,12.6,15,22.1,45.4,263,2.97
9/16/2020,53,22.1,25,12.69,1,1,4,20.9,44.3,263,2.74
9/17/2020,53,22.3,25.3,16.25,1.5,1.5,3,19.2,37.4,264,3.38
9/18/2020,61,22.1,25.1,13.72,4.2,4.2,9,24.8,49,271,2.88
9/19/2020,61,21.3,23.5,9.51,9.9,9.9,15,20.1,50.4,259,2.12
9/20/2020,61,20.5,22.2,5.84,12.7,12.7,20,24.2,55.8,252,1.47
9/21/2020,61,21,22.6,11.72,13.2,13.2,23,30.6,59,250,2.6
9/22/2020,51,22.3,23.1,19.29,0.6,0.6,3,30.8,59.8,251,4.27
9/23/2020,3,22.2,24.1,18.24,0,0,0,22.3,49,251,3.97
9/24/2020,61,22,25.7,17.09,3.2,3.2,9,16,33.1,249,3.45
9/25/2020,61,22.5,26.5,16.86,6.6,6.6,10,14.7,28.4,251,3.43
9/26/2020,51,21.5,24.6,9.97,0.3,0.3,3,15.5,34.6,262,2.14
9/27/2020,3,22.1,25.7,15.54,0,0,0,16.4,37.8,288,3.26
9/28/2020,51,22.3,26.4,19.95,0.1,0.1,1,13.9,30.6,305,3.99
9/29/2020,63,21.5,25,15.23,14.8,14.8,12,14.7,29.5,299,2.9
9/30/2020,61,21,24.3,9.53,7.8,7.8,14,14.4,31.3,275,2.02
10/1/2020,51,22,25.1,17.83,0.6,0.6,4,17.6,37.1,298,3.54
10/2/2020,51,22.3,26.4,20.9,0.7,0.7,5,13.2,31,290,4.08
10/3/2020,51,22.7,26,20.48,0.4,0.4,2,16.9,35.3,279,3.96
10/4/2020,51,22.1,24.3,16.59,0.3,0.3,1,16.7,37.8,280,3.35
10/5/2020,51,22.2,25.4,19.58,0.5,0.5,3,15.8,37.1,299,3.84
10/6/2020,1,23.1,27.3,21.68,0,0,0,11.2,27.4,309,4.34
10/7/2020,51,23.2,27.3,18.84,0.1,0.1,1,13.2,29.5,298,3.85
10/8/2020,3,23.3,27.9,19.06,0,0,0,9.4,23,300,3.88
10/9/2020,51,23.3,27.5,17.85,0.1,0.1,1,6.9,18.7,262,3.68
10/10/2020,55,22.2,25.7,12.01,9,9,14,15,28.1,284,2.52
10/11/2020,61,20.8,24.5,7.48,17,17,22,17.8,37.1,268,1.63
10/12/2020,61,20.9,24.1,11.15,10.6,10.6,17,16.6,42.1,251,2.24
10/13/2020,53,21.3,23.1,9.53,3.8,3.8,14,22.3,47.5,262,2.26
10/14/2020,51,21.3,22.3,19.84,0.2,0.2,2,28.8,56.5,247,3.88
10/15/2020,3,21.8,23.7,14.97,0,0,0,24,47.5,240,3.2
10/16/2020,51,21.9,25.1,16.23,0.5,0.5,5,15.1,31.3,245,3.26
10/17/2020,2,22.1,25.7,20.28,0,0,0,8.7,20.5,283,4.03
10/18/2020,53,22.5,26.2,15.7,0.9,0.9,2,9.4,22.7,304,3.24
10/19/2020,61,22.2,26.5,15.04,8.3,8.3,19,10.5,29.9,301,2.94
10/20/2020,61,21.6,25.4,9.97,4,4,10,12.2,30.2,299,2
10/21/2020,63,20.7,24.9,8.79,16.1,16.1,21,14.6,33.5,299,1.79
10/22/2020,53,21,24.6,7.15,3.5,3.5,9,16.2,31.3,257,1.53
10/23/2020,53,21.1,24,8.75,2.9,2.9,7,13.3,27.4,252,1.86
10/24/2020,63,19.8,22.9,7.29,28,28,15,11.6,20.9,242,1.52
10/25/2020,51,22,26.7,18.45,0.3,0.3,3,6.3,16.6,238,3.67
10/26/2020,51,22.4,26.5,18.51,0.1,0.1,1,7.9,21.6,26,3.77
10/27/2020,0,21.8,25.3,22.67,0,0,0,10.5,25.2,45,4.6
10/28/2020,1,21.2,24.1,21.76,0,0,0,13.3,29.5,34,4.4
10/29/2020,3,20.9,23,21.4,0,0,0,13.3,30.2,46,4.34
10/30/2020,2,21.2,23.2,20.77,0,0,0,11.3,26.6,56,4.6
10/31/2020,2,21.5,24.9,19.35,0,0,0,8.2,22,57,3.93
11/1/2020,2,22.4,26.1,18.91,0,0,0,6.6,16.2,64,3.86
11/2/2020,51,23,26.5,19.22,0.1,0.1,1,8,18,77,3.92
11/3/2020,2,22.9,26.4,19.27,0,0,0,12.1,28.8,72,3.97
11/4/2020,51,22.4,26.3,18.01,1.2,1.2,7,9.4,23.8,62,3.69
11/5/2020,61,22.3,26.1,17.4,5,5,6,12.9,31.7,72,3.58
11/6/2020,51,22.2,26,16.93,0.2,0.2,2,16.6,37.1,90,3.47
11/7/2020,61,21.8,25.8,16.12,2.7,2.7,7,13.7,31.7,71,3.31
11/8/2020,3,21.9,24.9,15.04,0,0,0,18.2,39.2,72,3.13
11/9/2020,3,21.3,24.3,19.22,0,0,0,14,31.3,35,3.92
11/10/2020,1,19.4,20.7,23.05,0,0,0,12.3,25.9,53,4.5
11/11/2020,1,20.2,21.9,22.53,0,0,0,13.8,30.6,55,4.38
11/12/2020,51,22,24.8,13.13,0.4,0.4,3,18.1,34.6,51,2.83
11/13/2020,61,21.7,24.8,12.57,4,4,5,15.5,33.1,78,2.5
11/14/2020,51,22,24.5,13.96,0.6,0.6,2,18.5,39.6,73,3.1
11/15/2020,53,20.9,23.6,10.07,4.1,4.1,12,18.2,41,54,2.04
11/16/2020,61,21.1,24,9.53,6.8,6.8,16,17.3,36.7,83,1.88
11/17/2020,53,21.2,23.6,11.68,2.4,2.4,9,21.6,47.2,94,2.43
11/18/2020,51,21.5,24.1,13.6,0.1,0.1,1,17.4,36,104,2.9
11/19/2020,51,21.4,24.4,14.26,0.1,0.1,1,17.5,34.9,104,3.08
11/20/2020,3,21.2,24,21.7,0,0,0,13.6,31.7,101,4.35
11/21/2020,0,19.5,21.4,22.74,0,0,0,12.6,27.4,69,4.67
11/22/2020,2,19.4,20.4,21.71,0,0,0,16.7,36.4,70,4.33
11/23/2020,3,20.4,22.5,17.6,0,0,0,20.2,41.4,58,3.53
11/24/2020,3,20.7,22.7,11.92,0,0,0,17.3,37.1,38,2.74
11/25/2020,53,20.3,21.5,13.22,0.6,0.6,2,24,47.9,19,2.68
11/26/2020,53,19,20.6,2.67,6.6,6.6,17,20.2,41.8,330,0.6
11/27/2020,3,18.8,20.2,10.87,0,0,0,21.4,37.8,340,2.04
11/28/2020,51,19.4,22.2,14.29,0.7,0.7,4,13.2,28.8,99,2.73
11/29/2020,51,20.9,23.2,11.22,0.9,0.9,6,15.5,30.6,79,2.29
11/30/2020,3,20.7,22.9,11.86,0,0,0,16.2,33.1,62,2.63
12/1/2020,1,19.5,20.5,21.23,0,0,0,17.9,38.9,56,4.18
12/2/2020,3,20,21.1,17.77,0,0,0,16.4,35.3,41,3.49
12/3/2020,63,18.6,20.2,6.06,30.1,30.1,16,18.6,37.8,27,1.37
12/4/2020,61,19.9,21.9,5.89,7,7,19,20.1,43.2,42,1.21
12/5/2020,63,20.7,22.7,11.92,5.2,5.2,8,19.1,40.7,44,2.19
12/6/2020,51,20.9,22.5,11.25,0.5,0.5,4,22.3,44.6,54,2.39
12/7/2020,53,21.2,23.2,11.05,1.8,1.8,6,22.8,43.6,76,2.32
12/8/2020,63,20.8,23.1,12.61,10.8,10.8,16,22.8,44.3,94,2.3
12/9/2020,51,20.7,23.2,11.88,1,1,5,15.5,30.6,95,2.41
12/10/2020,3,20.1,21.9,19.71,0,0,0,9.7,24.8,106,4.02
12/11/2020,2,19,21.4,20.59,0,0,0,10.6,20.9,89,4
12/12/2020,3,18.3,20.8,19.88,0,0,0,8.8,20.2,104,3.7
12/13/2020,3,18.4,21.5,20.51,0,0,0,8.9,20.2,94,3.77
12/14/2020,2,18.6,21.3,20.01,0,0,0,11.6,25.2,99,3.78
12/15/2020,3,19.4,21,19.22,0,0,0,11.9,28.8,85,3.68
12/16/2020,51,20.2,22.1,11.83,0.3,0.3,2,15.5,34.9,74,2.53
12/17/2020,51,20.7,23,8.21,0.4,0.4,3,16.1,32.4,70,1.86
12/18/2020,3,20.5,22,19.96,0,0,0,17,37.1,71,3.89
12/19/2020,3,19.9,20.9,16.21,0,0,0,20.3,41.8,78,3.25
12/20/2020,3,19.9,20.9,12.75,0,0,0,17.9,38.9,74,2.87
12/21/2020,3,18.2,19.2,20.15,0,0,0,15.3,33.5,73,3.76
12/22/2020,3,18,19.4,20.64,0,0,0,10.5,26.6,87,3.85
12/23/2020,3,19.2,21.5,17.77,0,0,0,11,23,92,3.37
12/24/2020,3,19.9,22.3,17.63,0,0,0,11.7,22.3,89,3.48
12/25/2020,3,19.4,21.2,20.02,0,0,0,12,22.7,83,3.93
12/26/2020,3,18.5,20.2,21.22,0,0,0,10.8,24.8,75,4.08
12/27/2020,3,19.6,20.7,21.17,0,0,0,10.3,25.6,68,4.27
12/28/2020,3,19.1,20.2,20.8,0,0,0,10.8,26.6,68,4.16
12/29/2020,3,19.9,21.9,17.03,0,0,0,12.6,25.2,92,3.52
12/30/2020,3,21.4,23.4,16.1,0,0,0,16.6,35.3,93,3.59
12/31/2020,3,20.2,21.9,8.79,0,0,0,20.1,38.9,75,2.04
1/1/2021,3,19.4,20.4,20.37,0,0,0,16.9,37.8,82,3.93
1/2/2021,51,19.1,20.6,15.52,0.5,0.5,2,17.7,37.4,85,3
1/3/2021,51,20.4,22.2,11.16,0.2,0.2,2,18.5,37.8,103,2.33
1/4/2021,3,20.7,22.4,9.92,0,0,0,18,39.2,100,2.16
1/5/2021,51,20.1,22.8,8.29,0.6,0.6,3,15.3,33.1,100,2
1/6/2021,61,20.4,23.3,6.86,9,9,16,13.9,33.1,102,1.47
1/7/2021,63,20.8,23.3,9.11,27.4,27.4,12,18.1,36.4,104,1.85
1/8/2021,51,21.3,24.5,12.7,1.4,1.4,6,12.7,29.2,112,2.58
1/9/2021,3,21.6,23.8,12.99,0,0,0,13.9,29.9,102,2.66
1/10/2021,3,21,23.7,13.22,0,0,0,13.8,30.2,93,2.73
